valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,cluster_label
0.162,2005,0.0245,['Cold'],0.393,319000,0.775,0,0VGuRxuaWea2HqXPX769sI,0.0,6,0.0819999999999999,-5.485,1,A Different Kind of Pain,44,2005-08-29,0.0382,143.928,12
0.546,1963,0.802,"['Peter, Paul and Mary']",0.6579999999999999,138600,0.259,0,4cNWvBxP4JadBD3fC0VQOo,0.0,1,0.066,-16.389,0,Man Come into Egypt,18,1963,0.0357,121.37,18
0.485,2020,0.192,"['ROSALÍA', 'Travis Scott']",0.7759999999999999,129371,0.509,0,4w47S36wQGBhGg073q3nt7,1.49e-06,0,0.115,-6.266,0,TKN (feat. Travis Scott),84,2020-05-28,0.467,94.634,13
0.172,1965,0.924,"['Miles Davis', 'Herbie Hancock']",0.4970000000000001,439200,0.174,0,4uKU7v10V2AxdQzqVCrJzQ,0.0977,5,0.11,-13.731,0,Little One,23,1965-11,0.0449,125.703,14
0.81,1979,0.0889,['Bee Gees'],0.665,303333,0.532,0,6UXXeFqMBGiqjkzQzkMT3E,0.0109,2,0.296,-10.793,1,Tragedy,64,1979-02-05,0.0277,117.955,10
0.568,2019,0.0251,"['NLE Choppa', 'Blueface']",0.894,176632,0.511,1,67XyC1GdSkKb9sbRRkUDXS,0.0,2,0.14,-4.768,1,Shotta Flow (Feat. Blueface) [Remix],71,2019-06-20,0.42,120.08,19
0.826,2015,0.111,"['La Sonora Dinamita', 'Alvaro Pava']",0.737,226600,0.688,0,2CDRN63zTTYC4hnMgjOFCz,0.00265,3,0.0851,-9.032,1,Mil Horas,51,2015-07-01,0.0388,100.995,10
0.736,1935,0.957,"['Franz Joseph Haydn', 'Pro Arte Quartet']",0.713,169440,0.0784,0,7BGkGpV20vGbnnbKpAhpwB,0.013,4,0.204,-13.437,1,"Haydn: String Quartet No. 44 in E Major, Op. 54 No. 3, Hob. III, 59: III. Menuetto (Allegretto)",0,1935,0.0635,138.954,0
0.268,1929,0.992,['K.C.Dey'],0.295,199507,0.0961,0,3b3ppLCdzHN7UdbIS4VJJo,0.441,6,0.142,-17.317999999999998,1,Ebar Amay Nao Ma Kole,0,1929-12-31,0.0438,75.143,3
0.074,2013,0.953,['Dave Thomas Junior'],0.365,330484,0.158,0,4tpeXx5XfqGdjITefUN3Rr,0.0392,3,0.0961,-14.019,0,I Can't Make You Love Me,58,2013-10-06,0.0352,123.531,14
0.223,2009,5.720000000000002e-05,['The Used'],0.482,197867,0.963,0,5hNeatT8kKThMjqGNi9SZk,0.00384,7,0.35,-3.779,1,Blood on My Hands,43,2009-08-10,0.144,140.047,12
0.196,2016,0.588,['Yellow Days'],0.5760000000000001,280074,0.535,0,7l5j3FapCyr6HxUgoAynM2,0.0106,9,0.31,-8.392000000000001,1,Gap in the Clouds,62,2016-11-18,0.041,139.939,12
0.846,1945,0.969,['Freddie Slack And His Orchestra'],0.37,181853,0.182,0,4ZXCQIsV3Qz9w9zPGv4kmk,0.923,5,0.0834,-14.448,1,Strange Cargo,1,1945-12-01,0.0333,210.313,8
0.868,1956,0.865,['Lester Young'],0.523,179920,0.238,0,0oK1OT07cMkv3YvJFlAaUN,0.0377,0,0.131,-17.051,0,Too Marvelous For Words,8,1956-01-01,0.129,181.489,18
0.455,1987,0.387,['The Smiths'],0.453,198147,0.986,0,1fRTOpUEhLSjF1InQhDCQ2,0.0,7,0.422,-5.768,1,Ask - 2011 Remaster,33,1987,0.119,166.59400000000005,12
0.156,1953,0.955,"['Pietro Mascagni', 'Fausto Cleva']",0.229,150987,0.153,0,1mMZl246VsvSf3zyFR5aZM,0.0353,0,0.627,-15.593,1,"Cavalleria rusticana: A casa, a casa, amici... Comare Lola",0,1953,0.0419,52.67,3
0.433,2016,0.0389,['Bruno Mars'],0.5870000000000001,281827,0.63,0,0B0tYbVp7pDQAqKDhgMeaL,0.0,2,0.35,-6.053999999999999,1,Too Good to Say Goodbye,65,2016-11-17,0.0311,76.97,1
0.932,2003,0.144,"['Tom Jones', 'Mousse T.']",0.8009999999999999,211893,0.8759999999999999,0,7GHKA8GIMcND6c5nN1sFnD,1.3800000000000008e-05,8,0.104,-3.94,0,Sexbomb,65,2003-01-01,0.0446,122.979,13
0.455,1991,0.0316,['A Tribe Called Quest'],0.727,218773,0.38,0,758mQT4zzlvBhy9PvNePwC,0.0,7,0.342,-14.809,1,Butter,51,1991-09-24,0.335,92.05,16
0.967,1965,0.81,"['El Gran Combo De Puerto Rico', 'Gilberto Santa Rosa']",0.632,148200,0.8440000000000001,0,5EyZS1mz26fvcmHHXQDy6I,2.2e-05,5,0.309,-3.612,0,La Cabeza del Lechon,21,1965-10-11,0.0535,124.97,5
0.895,1977,0.465,['Billy Joel'],0.664,210760,0.88,0,4cG3ovmC8Hnp9ZsmSZI2O4,1.63e-05,2,0.0591,-5.009,0,Movin' Out (Anthony's Song),55,1977-09-29,0.0326,133.898,13
0.5429999999999999,1946,0.755,['Michel De Villers'],0.645,207973,0.298,0,40PvIAI1BquFrD9UjQUPm1,0.815,0,0.279,-10.550999999999998,1,I Surrender Dear,0,1946,0.0381,112.946,8
0.56,1939,0.94,['Glenn Miller'],0.53,171547,0.146,0,5I9y1TIsTLmBhWaXXFBUR8,0.112,2,0.144,-10.963,0,Stairway to the Stars,28,1939,0.0308,106.25,18
0.622,1991,0.317,['Bill Haley & His Comets'],0.6809999999999999,134107,0.69,0,5PZf7EZr7GfkOAgeEcsqPa,0.00018,7,0.24,-11.519,1,(We're Gonna) Rock Around The Clock - Single Version,48,1991-01-01,0.18,178.71,11
0.6509999999999999,1987,0.00194,['Mötley Crüe'],0.583,289267,0.841,0,5TBtamnJryyGezWz7Stpaq,0.00101,0,0.205,-5.255,1,Sumthin' For Nuthin',44,1987,0.0494,124.052,1
0.406,1979,0.8759999999999999,"['Stephen Sondheim', 'Sweeney Todd: The Demon Barber of Fleet Street Original Broadway Cast Ensemble', 'Paul Gemignani']",0.406,54840,0.327,0,2IqVjQ8O47Bz7SqSMSBgS6,0.0,2,0.494,-7.515,1,"The Ballad of Sweeney Todd: ""Lift Your Razor High, Sweeney!""",27,1979,0.0329,136.497,3
0.148,1943,0.8809999999999999,['Warner Bros Studio Orchestra'],0.452,191800,0.401,0,3Hoq08EmpC3OsRewVtiiYz,1.14e-06,10,0.149,-15.658,1,Ilsa Returns to Rick's,10,1943-01-23,0.272,110.275,3
0.8859999999999999,1987,0.836,['Hank Crawford'],0.561,356373,0.447,0,0NLbqJZQpGoIY3YyICAtZa,0.863,3,0.0657,-13.342,0,We've Got a Good Thing Going,33,1987,0.0314,92.838,8
0.825,2006,0.0173,"[""Gigi D'Agostino""]",0.74,285427,0.8759999999999999,0,0ZqveF2rEFlz2oqF2xrriP,0.00152,6,0.0785,-6.87,0,The Riddle,66,2006-01-10,0.0369,127.002,13
0.962,1982,0.5920000000000001,['Rocío Dúrcal'],0.958,200827,0.384,0,5AlJyCPf8QE1P1YHNBLLYR,0.000297,8,0.12,-15.32,1,Tenías Que Ser Tan Cruel,47,1982,0.039,108.844,10
0.79,1954,0.7290000000000001,['Ben Webster'],0.484,251093,0.438,0,21UJyo1YGUlm0G8BpaljTf,0.0683,2,0.0524,-10.011,1,Jive At Six,32,1954-01-01,0.0422,171.204,11
0.537,1935,0.6709999999999999,"['Sinclair Lewis', 'Frank Arnold']",0.6970000000000001,210404,0.216,0,51VvRJi9AZEVafPhPuR9LG,6.36e-05,11,0.129,-19.262,1,"Das ist bei uns nicht möglich, Kapitel 178",0,1935,0.933,105.389,7
0.618,1981,0.853,['Sheena Easton'],0.6829999999999999,184027,0.44,0,0shzwsbUpKgI8kQhFsOl0w,2.17e-06,6,0.198,-15.059,1,So Much In Love,40,1981,0.203,86.354,16
0.962,1987,0.0236,['Lisa Lisa & Cult Jam'],0.779,307600,0.7559999999999999,0,3zsyZzMZiKlFiiW1VnerX9,0.012,0,0.0907,-9.47,1,Lost In Emotion,41,1987,0.0497,119.762,10
0.484,1945,0.991,['Amirbai Karnataki'],0.7879999999999999,176065,0.0897,0,62YmpQPt8iuh14l4W210HU,2.72e-05,9,0.17,-7.286,1,Pee Aur Pila Mere Saqi,0,1945-12-31,0.448,120.21,0
0.354,1979,0.291,['Rocío Jurado'],0.61,289493,0.321,0,4wk1ndvDASIyC2DEP080zD,1.34e-06,11,0.124,-13.039,0,Algo Se Me Fue Contigo,37,1979,0.0382,126.676,5
0.6609999999999999,1969,0.823,['Johnny Cash'],0.487,249360,0.674,0,1MfrVfuY5ql27i45rfIXzN,0.0006,10,0.888,-11.663,1,"San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969 (Version 1)",38,1969-06-05,0.792,83.84100000000002,7
0.695,1987,0.0041,['Descendents'],0.5660000000000001,104333,0.772,0,6LFuNuo5tixQyi414xrinC,0.0,11,0.312,-10.982,0,Can't Go Back,30,1987,0.0337,98.373,5
0.728,1930,0.815,['H.P. Lovecraft'],0.735,132500,0.441,0,2063t9xEC4SjB4Zx8IUJBy,0.0,11,0.219,-16.551,1,Capítulo 25.2 - el Que Susurraba en la Oscuridad,0,1930,0.937,119.137,7
0.6659999999999999,1987,0.529,['Helen Reddy'],0.4920000000000001,174667,0.491,0,1TnnjvnBfkrde7CLWdKmKx,0.00442,10,0.317,-11.746,1,Emotion - Single Edit,33,1987-01-01,0.0301,131.709,16
0.978,1954,0.8170000000000001,['Jackson Do Pandeiro'],0.7290000000000001,150061,0.7809999999999999,0,5UMM2TwALWA5tJ5AtLLBgG,1.33e-06,7,0.0801,-9.697,1,Forró Em Caruarú,5,1954-12-01,0.0424,90.959,0
0.114,2009,0.457,['Nicholas Hooper'],0.218,174067,0.194,0,5NYf8C24voxZHw5sJ7cwHY,0.873,7,0.11,-21.70300000000001,1,Opening,47,2009-07-14,0.0426,142.457,17
0.0545,2019,0.985,['William Edessa'],0.245,205000,0.111,0,3u9BK8XIFDSrzIePbJYvvp,0.93,11,0.107,-21.718000000000004,1,Trayi,64,2019-05-11,0.0415,83.264,17
0.7859999999999999,2008,0.0103,['Grandmaster Flash & The Furious Five'],0.8140000000000001,465048,0.701,0,0Dj3iMM3fvHMOqWsqS64Fu,0.00775,7,0.132,-7.525,1,White Lines (Long Version) [Re-Recorded],45,2008-08-01,0.0376,114.998,10
0.377,1983,0.0202,['Tears For Fears'],0.298,460893,0.718,0,5FzRR8cARkKuXoC4wcCaSB,6.75e-05,2,0.338,-8.349,1,The Way You Are - Extended,28,1983-03-07,0.0425,66.219,1
0.0662,2007,0.000167,['As I Lay Dying'],0.471,318027,0.994,0,4mJLIuwbDZ31r6ptHOXmMm,0.000444,2,0.315,-3.379,0,Forsaken,45,2007-08-21,0.131,120.012,13
0.639,1968,0.51,['The Monkees'],0.53,203840,0.8640000000000001,0,3oAj80FNbZVVzNwFIBi61O,0.0287,9,0.0684,-9.733,1,Can You Dig It,18,1968-12-01,0.0506,124.85,11
0.0505,1941,0.953,"['Claude Debussy', 'Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris', 'Roger Desormiere', 'Orchestre Symphonique De Paris']",0.122,138587,0.0239,0,3Jx4TFyZsV0uYHF13Ujs7S,0.833,5,0.305,-34.524,1,"Pelléas et Mélisande (2006 Digital Remaster), Act II, Scene Two: Interlude",1,1941,0.0383,73.35600000000002,17
0.156,2013,0.0594,"['JAY-Z', 'Justin Timberlake']",0.6759999999999999,338413,0.534,1,1q9bLSeIlGf2xBvbOkp2Wr,8.59e-06,2,0.256,-6.901,0,Holy Grail,64,2013-07-04,0.0831,145.082,4
0.415,1971,0.308,['Santana'],0.352,334227,0.723,0,6FMrkCWvCHsZW73usabZiP,0.244,4,0.0716,-12.419,0,Taboo,29,1971-09-01,0.0711,89.84200000000001,5
0.215,2011,0.462,['Twiddle'],0.524,243160,0.872,0,5JQuP833AF3KdWlES7yopX,1.62e-05,5,0.124,-6.77,1,When It Rains It Poors,52,2011-10-15,0.0528,108.126,12
0.483,1990,0.503,['Alejandra Guzman'],0.588,213533,0.537,0,1AocpOGWCiTk4yY4UWeQNH,0.0,2,0.18,-8.388,1,Cuidado Con El Corazon,34,1990,0.0309,141.118,1
0.737,1993,0.0222,['Haddaway'],0.6829999999999999,270373,0.772,0,2ahnofp2LbBWDXcJbMaSTu,0.0149,7,0.203,-7.907,0,"What Is Love - 7"" Mix",72,1993-03-22,0.0311,123.871,13
0.722,1990,0.34,['Roxette'],0.52,258787,0.652,0,6kvoHl80mfCVTv7XnZkjQn,5.489999999999999e-05,5,0.256,-6.655,1,"It Must Have Been Love - From the Film ""Pretty Woman""",76,1990-05-20,0.0274,80.609,16
0.293,1952,0.875,"['Jiří Skopal', 'Symposium Musicum', 'Dětský sbor JITRO']",0.509,163467,0.0736,0,0749bhMD7aL3s6GhfVSWhD,9.940000000000004e-05,5,0.0748,-18.431,1,Šel Jsem Na Koledu,13,1952,0.0394,103.322,14
0.149,1987,0.97,['Linda Ronstadt'],0.371,184227,0.0268,0,5wJBhcS29X4FNEZUF3EJLv,0.0,2,0.151,-15.249,1,El Sol Que Tu Eres (The Sun That You Are) - 1999 Remaster,33,1987-11-03,0.0353,82.369,14
0.816,2001,0.0289,"['Redman', 'Method Man', 'Cypress Hill', 'War']",0.882,240227,0.899,1,0CJ3Y3V6UQn5X7IjXDO3IO,0.0001419999999999,9,0.327,-5.865,0,Cisco Kid,53,2001-01-01,0.266,140.68,19
0.552,1945,0.0246,['Эрих Мария Ремарк'],0.754,103200,0.159,1,5PBhgpdypZCsd86fQryuzc,0.000617,11,0.229,-23.059,0,Часть 165.2 - Триумфальная арка,0,1945,0.908,125.113,7
0.0829,1958,0.921,"['Pyotr Ilyich Tchaikovsky', 'Leonard Bernstein', 'New York Philharmonic']",0.165,930227,0.224,0,1uRbdaivScgsQwmgL8Gh4o,0.906,3,0.091,-19.254,1,"1812 Overture, Op. 49, TH 49",31,1958,0.0559,79.91199999999998,2
0.7240000000000001,1961,0.601,['Frank Sinatra'],0.633,139360,0.1639999999999999,0,3WQTfLbnQTtQwvrDZfQxj2,0.0,0,0.0955,-16.285999999999998,0,It's Only A Paper Moon - 1998 Digital Remaster,33,1961,0.0441,135.50799999999998,18
0.43,2003,0.6459999999999999,['Michael Bublé'],0.551,153533,0.493,0,0aei3EH5p7mzipPPAXxpzq,0.0,10,0.287,-5.685,1,For Once in My Life,58,2003,0.0378,94.415,16
0.0508,1938,0.949,"['Wolfgang Amadeus Mozart', 'Juilliard String Quartet']",0.16,387960,0.143,0,6Yhq1LTHj2qt0zgl8YBj18,0.591,8,0.125,-20.855,1,"Quatuor à cordes No. 16 in E-Flat Major, K. 428: II. Andante con moto",0,1938,0.0448,95.811,17
0.203,2006,0.00946,['Brand New'],0.475,270733,0.703,0,5CyzIHM2IRSLz2Ke9hWwjz,0.0911,4,0.203,-4.135,0,Sowing Season (Yeah),51,2006-01-01,0.0393,114.297,13
0.518,2006,0.738,"['Boney James', 'George Duke']",0.562,239453,0.765,0,3lAEcWkOJQMx4jzFToxvQq,0.8909999999999999,0,0.108,-6.0310000000000015,1,The Total Experience,41,2006-01-01,0.0372,99.987,15
0.6859999999999999,1953,0.99,['Shamshad Begum'],0.562,339947,0.283,0,25qJ0CoSzuHkGfR46dq6Do,0.41,8,0.0852,-10.853,1,Badi Mushkil Se Dil Ki Beqarari Ko,1,1953-01-01,0.05,106.744,0
0.129,1945,0.986,['Erroll Garner'],0.369,165293,0.15,0,7ckfkO6tYH5X276jusH6Mb,0.94,7,0.122,-18.559,1,Laura,14,1945-01-01,0.0378,172.762,8
0.0835,1989,1.0800000000000003e-05,['Obituary'],0.275,218427,0.947,0,5F6ZrWLngDICyjazxM1gNq,0.00968,0,0.124,-6.6960000000000015,1,Slowly We Rot,45,1989,0.0835,107.1,1
0.726,1959,0.857,['The Three Stooges'],0.723,164240,0.376,0,1vDcoPxeJSXTkRx58pnafO,0.0,8,0.299,-13.71,1,Three Little Fishies (Itty Bitty Poo),9,1959-01-01,0.123,130.879,0
0.407,1961,0.923,"['Camille Saint-Saëns', 'Leonard Bernstein', 'New York Philharmonic']",0.409,205427,0.0337,0,1Qr863DGhkXVokt82JJFr2,2.62e-05,9,0.115,-29.50800000000001,0,Carnival of the Animals: VII. Aquarium,6,1961,0.0555,73.866,14
0.106,1944,0.499,['DYING SPASM'],0.37,411611,0.285,0,26W0vqlFwtbJgDoC8PKY3z,0.88,8,0.625,-7.403,1,eat me,0,1944-06-09,0.134,101.976,9
0.6409999999999999,1956,0.97,['The Johnny Smith Quintet'],0.5820000000000001,153813,0.309,0,6ntubtl6JjQJmjWqzfEsXH,0.942,4,0.163,-15.571,0,Jaguar,10,1956,0.0483,135.298,8
0.344,1990,0.852,['Jimmie Rodgers'],0.7040000000000001,157867,0.467,0,4jDVGv8E9MWWcVJJPl22t3,1.61e-06,10,0.109,-10.421,0,Secretly,34,1990,0.0328,76.625,5
0.0972,1999,3.96e-05,['Cradle Of Filth'],0.342,396829,0.926,0,14JG4VbsqeLsFuDJlkybOT,0.6829999999999999,7,0.186,-6.313,0,From the Cradle to Enslave,45,1999-06-05,0.0939,147.313,15
0.7759999999999999,1989,0.0864,['Red Hot Chili Peppers'],0.6409999999999999,271933,0.828,0,1XsSqqBnLrjEAeU1gbOegK,8.85e-06,11,0.246,-5.412000000000001,0,Taste The Pain - Remastered,40,1989-08-16,0.0722,104.714,5
0.723,1966,0.66,['Gábor Szabó'],0.512,250467,0.6559999999999999,0,0BOTkFvlmEtT5ErGKkO9Ze,0.395,2,0.0888,-9.205,0,Cheetah,18,1966-01-01,0.0276,133.62,18
0.495,1997,0.109,['Spice 1'],0.804,216267,0.6970000000000001,1,0E8R8Ro8cRouDHCJFbsbP1,0.00027,7,0.197,-5.956,1,The Thug In Me,34,1997-10-23,0.124,94.218,19
0.399,1958,0.754,['The Platters'],0.409,165960,0.287,0,2iuaGIrGAC5llSciQn1cPh,0.0,8,0.12,-10.038,1,Try A Little Tenderness,15,1958-01-01,0.0274,79.375,3
0.45,2017,0.772,['Tauren Wells'],0.486,249242,0.302,0,398Dfg7EisARPcvixgrtuI,0.0,2,0.073,-10.72,1,Hills and Valleys (The Valleys Version),63,2017-06-23,0.0332,79.258,16
0.475,1940,0.769,['Эрнест Хемингуэй'],0.6629999999999999,130400,0.101,1,04rVHE9pBDS0Cg1svLn3qX,0.0,9,0.215,-18.715,1,Часть 129.4 - По ком звонит колокол,0,1940,0.956,150.549,7
0.885,1946,0.94,['Michel De Villers'],0.382,180547,0.362,0,0LbpPA8pFXpSHT0zrw8ah5,0.0738,7,0.0836,-13.169,0,Happy Flying Carpet,0,1946,0.0349,184.877,18
0.648,2015,0.0074,['Kahwe'],0.765,362419,0.855,0,1VdzqgctA9G5Z5ANKhP16H,0.688,1,0.685,-8.998,0,San Salvadore - Original Mix,2,2015-12-18,0.0604,120.015,9
0.192,1964,0.838,['Frank Sinatra'],0.224,209267,0.186,0,0CY7D3QwHS2WA879tB4Aaf,2.8000000000000013e-05,9,0.11,-15.697,0,All The Way - Edit,24,1964,0.0321,73.919,14
0.961,2004,0.78,['Trio Vegabajeño'],0.764,204600,0.396,0,11II9posi7kjeAOdp74LxB,0.0,2,0.351,-12.602,1,Cantares de Navidad,36,2004,0.0461,118.654,10
0.522,1992,0.847,['Otis Redding'],0.688,191053,0.224,0,23DITgKYutJaurSN3EAZ2Z,6.56e-05,9,0.3,-13.569,1,My Lover's Prayer,46,1992-11-06,0.0466,123.452,16
0.93,1940,0.991,"['Francisco Canaro', 'Ernesto Fama']",0.629,145987,0.521,0,0YcFAqA1JJlpWaGzgxmzKR,0.516,7,0.0783,-6.928,1,El Cuarto Está por Llegar - Remasterizado,0,1940-01-24,0.0723,141.096,0
0.974,1950,0.386,['Mitch Miller'],0.637,137044,0.895,0,7zMkgVKLTUQfbKUAiBWxdc,0.0,1,0.424,-11.485,1,Bluebell,8,1950,0.0319,104.869,0
0.41,2012,0.122,['MARINA'],0.529,206987,0.8,1,7KDfz5EnLXiPVgSOUWwpre,0.0,1,0.0704,-4.99,0,Starring Role,47,2012-04-30,0.067,143.99200000000005,4
0.728,1974,0.255,['The Doobie Brothers'],0.612,247533,0.474,0,4RN78yENTzjbDg6nWcG541,0.0,9,0.111,-10.448,1,Song to See You Through,35,1974,0.033,102.967,16
0.294,1942,0.995,"['Claude Debussy', 'Oscar Levant']",0.627,136640,0.0988,0,0VKsaBCcQpUGSAKjQpqgNI,0.945,8,0.124,-24.102,1,"Children's Corner, L. 113: 6. Golliwog's Cake-walk (Remastered)",0,1942,0.0671,124.715,8
0.728,1970,0.261,['Buddy Miles'],0.594,175413,0.597,0,0ILO4nAdxzfXiVgpWL68Gx,1.55e-05,0,0.307,-9.669,1,Memphis Train,26,1970-01-01,0.0499,122.994,10
0.721,1983,0.0314,['The Rolling Stones'],0.487,281173,0.966,0,7hUlZfirjFpQwzoE5GFwyL,0.0949,7,0.0914,-4.29,1,She Was Hot - Remastered,33,1983-11-07,0.0577,151.781,12
0.73,2003,0.288,['Frankie Valli'],0.667,245333,0.785,0,6lU9fLdtauyk0bE2HRHyve,0.000122,1,0.0597,-7.364,1,Swearin' to God - Single Version,40,2003-01-14,0.0635,108.921,10
0.932,1966,0.614,['Waylon Jennings'],0.632,153653,0.56,0,6GJ9nnN3T0U3n5C0In5YKY,8.46e-05,9,0.179,-11.899,1,What's Left of Me,14,1966-03-14,0.0294,129.471,0
0.631,1933,0.994,['Crivel E Coro'],0.636,157200,0.373,0,3sSn1a3prFv9lIT4XGKhzx,0.0,5,0.125,-10.286,1,Adua,3,1933,0.212,130.614,0
0.344,1992,0.943,['Amy Grant'],0.308,152573,0.3229999999999999,0,4L4xDyHmBZusCh5NrSw0BU,0.0108,2,0.189,-9.183,1,Joy To The World/For Unto Us A Child Is Born - Medley,39,1992,0.0303,99.141,3
0.862,1985,0.000347,['LL Cool J'],0.764,327400,0.508,0,2qfTGzETefwtBWKDThZjnU,0.00996,10,0.0917,-13.165,0,I Can't Live Without My Radio,41,1985-11-18,0.515,179.257,5
0.285,2016,0.356,['Dan + Shay'],0.524,254293,0.586,0,0AdjJ2SaOeb5bPJ67nDbsW,0.0,9,0.121,-5.431,1,From the Ground Up - Single Version,55,2016-02-05,0.0262,101.214,12
0.488,2014,0.0283,['WALK THE MOON'],0.421,175907,0.831,0,76EeScTnI2sCjDY0SfEoSb,0.0,4,0.464,-5.127999999999999,1,Work This Body,58,2014-12-02,0.107,134.02700000000002,1
0.371,1993,0.486,['Adam Sandler'],0.513,197293,0.523,1,5rjHtZLcvsvBBcgwHsGYzG,0.0,0,0.102,-5.843999999999999,1,At a Medium Pace,41,1993-09-24,0.0476,155.55200000000005,4
0.401,1953,0.453,['Dizzy Gillespie'],0.611,176467,0.232,0,3TuJb1ioU4cfMsBC117pY3,0.0001629999999999,7,0.165,-17.067999999999998,1,"Swing Low, Sweet Charriot",4,1953-01-01,0.0588,137.555,0
0.266,1991,0.579,['George Strait'],0.462,211000,0.283,0,7uAbj7TDd8n9WTEiu1G29w,0.000134,5,0.0912,-15.015999999999998,1,The Chill Of An Early Fall,27,1991-01-01,0.0267,149.407,11
0.472,2016,0.0283,['Shakira'],0.7040000000000001,196707,0.598,0,3qrH2YFnbEiQeUe4wzgOuP,0.0,1,0.106,-4.922,1,"Try Everything - From ""Zootropolis""",62,2016-02-05,0.0309,115.483,1
0.805,1943,0.8240000000000001,['Lead Belly'],0.411,195370,0.505,0,5hzvT28Sa1GOvTvrS7KXV3,0.0303,7,0.0524,-9.185,1,John Henry,0,1943,0.0352,146.114,0
0.451,1962,0.764,['Bobby Darin'],0.57,163867,0.214,0,4jf0kY1joG7MLC6o5HQSJu,0.0,0,0.108,-13.065,1,Oh! Look At Me Now - 2001 Digital Remaster,36,1962,0.0406,116.627,3
0.632,1940,0.985,"['Georgia Mitaki', 'Giorgos Anestopoulos']",0.5489999999999999,215733,0.489,0,2NvPZsIdFGvSkrs99BicHu,0.411,10,0.15,-10.287,1,O tseligkas simpetheriazei,0,1940-01-01,0.035,104.855,0
0.669,1946,0.994,"['Chandrakant', 'Gandhari', 'Krishnabai']",0.769,212267,0.231,0,3NW3x1qhvJyCfCIX96J9bO,0.101,6,0.114,-12.012,1,Poonam Ka Chanda,0,1946-12-31,0.118,88.48899999999998,0
0.215,1997,0.281,['Johnnie Taylor'],0.7340000000000001,292227,0.433,0,4uLFjG5fCVqx7ArdhOEGQK,0.000552,0,0.0683,-6.615,1,Walk Away With Me,32,1997-02-25,0.0272,118.287,1
0.0392,1949,0.996,"['Erik Satie', 'William Masselos']",0.285,448200,0.00625,0,4L40T9jtdU67pst9bJu9xG,0.902,9,0.103,-32.733000000000004,0,Gnossiennes Nos. 1-3 - Remastered,15,1949,0.0689,69.653,17
0.301,1969,0.939,['Johnny Cash'],0.568,313893,0.357,0,3JIC4rykTBTiIobbqHY11j,2.5e-05,3,0.802,-17.096,1,"I Don't Know Where I'm Bound - Live at San Quentin State Prison, San Quentin, CA - February 1969",24,1969-06-05,0.843,122.015,7
0.847,1940,0.967,['Francisco Canaro'],0.467,158493,0.546,0,02HifoNqdIeUqRiq2cWyYF,0.325,7,0.373,-7.798999999999999,0,Muchachita Porteña - Remasterizado,0,1940-01-24,0.0411,95.759,18
0.431,1982,0.688,['Three Dog Night'],0.5579999999999999,250627,0.211,0,3VpMHLn9w0jWjvAsgpYvyz,0.000496,10,0.114,-17.965,1,Pieces Of April,30,1982-01-01,0.0314,89.34299999999998,16
0.8009999999999999,2009,0.076,"['David Guetta', 'Akon']",0.813,195853,0.627,1,0uXO2GrNiIb1xHT9LUdxZE,0.000616,11,0.131,-5.018,0,Sexy Bitch (feat. Akon),63,2009-08-21,0.0486,130.011,19
0.933,1950,0.994,['Sotiris Stasinopoulos'],0.495,288840,0.604,0,0MMi57BIkff9NM5gXlAjpz,0.0838,9,0.297,-7.614,0,Mori tosupitsa tou papa,0,1950-01-01,0.0512,76.977,18
0.036,1950,0.8170000000000001,"['Johannes Brahms', 'Yehudi Menuhin', 'Wilhelm Furtwängler', 'Lucerne Festival Orchestra']",0.158,597533,0.142,0,1OoJxVIrQn5ScwItqp4GkE,0.471,0,0.0849,-20.352,1,"Brahms: Violin Concerto in D Major, Op. 77: II. Adagio",0,1950,0.0483,76.435,2
0.338,2016,0.8759999999999999,['SALES'],0.825,166400,0.482,0,0ARp9mXXpPflIwehy25kCa,0.209,2,0.101,-8.29,1,Big Sis,59,2016-04-20,0.0378,99.991,16
0.8109999999999999,1951,0.906,"['Dean Martin', ""Helen O'Connell""]",0.6970000000000001,169600,0.252,0,69yWrxyv3AZc1S9usRdMAq,0.0,2,0.281,-8.927,1,How D'Ya Like Your Eggs In The Morning,33,1951,0.0431,132.916,0
0.913,1933,0.75,['Antonio Morel'],0.578,119641,0.453,0,2DG1zdV3zUHtyqPY8NggOT,0.77,2,0.0771,-11.08,1,Siglo Xxi,0,1933-01-01,0.0753,131.94899999999998,8
0.407,2012,0.0137,"['Zedd', 'Matthew Koma']",0.609,243413,0.8009999999999999,0,1dFkD1JfRMzwO6hwUsE8aS,0.00349,0,0.127,-4.417,0,Spectrum,61,2012-01-01,0.034,129.99,13
0.638,2009,0.00273,"['Trillville', 'Cutty']",0.901,283387,0.512,1,71mDjdeVK9sqXmamMHaAfX,0.0,1,0.0979,-6.468,1,Some Cut (feat. Cutty),53,2009-08-21,0.37,85.012,19
0.0997,1989,0.909,['The Neville Brothers'],0.343,400267,0.0308,0,2jv5qRqrweD00U4VwDfbWr,0.0204,0,0.109,-21.608,1,With God On Our Side,40,1989-03-14,0.0558,68.313,14
